Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-21 00:00:00-05:00,680.0280696050181,688.8476628410896,662.4488778746595,674.6882934570312,69029800,0.0,0.0
2024-02-22 00:00:00-05:00,750.2147837455526,785.7131173982913,742.1651738138547,785.3431396484375,86510000,0.0,0.0
2024-02-23 00:00:00-05:00,807.8621112163919,823.9013365183499,775.6636100941372,788.1329956054688,82938800,0.0,0.0
2024-02-26 00:00:00-05:00,796.9626053551382,806.4221834706275,785.0131538337564,790.8828735351562,50397300,0.0,0.0
2024-02-27 00:00:00-05:00,793.7727522357101,794.7626960200453,771.5837909424479,786.9730834960938,39170500,0.0,0.0
2024-02-28 00:00:00-05:00,776.1635943931806,789.2929832413806,771.2138144312154,776.5935668945312,39311000,0.0,0.0
2024-02-29 00:00:00-05:00,790.9029015093931,799.8625031907945,783.4632480590909,791.0828857421875,50728900,0.0,0.0
2024-03-01 00:00:00-05:00,799.9624942259578,822.9614159349542,794.3127346975691,822.7514038085938,47677700,0.0,0.0
2024-03-04 00:00:00-05:00,841.2605289733142,876.9088813228284,837.1507363891035,852.3300170898438,61561600,0.0,0.0
2024-03-05 00:00:00-05:00,852.7000122070312,860.969970703125,834.1699829101562,859.6400146484375,52063900,0.04,0.0
2024-03-06 00:00:00-05:00,880.219970703125,897.239990234375,870.2999877929688,887.0,58252000,0.0,0.0
2024-03-07 00:00:00-05:00,901.5800170898438,927.6699829101562,896.02001953125,926.6900024414062,60811900,0.0,0.0
2024-03-08 00:00:00-05:00,951.3800048828125,974.0,865.0599975585938,875.280029296875,113299600,0.0,0.0
2024-03-11 00:00:00-04:00,864.2899780273438,887.969970703125,841.6599731445312,857.739990234375,67836400,0.0,0.0
2024-03-12 00:00:00-04:00,880.489990234375,919.5999755859375,861.5,919.1300048828125,66807500,0.0,0.0
2024-03-13 00:00:00-04:00,910.5499877929688,915.0399780273438,884.3499755859375,908.8800048828125,63571300,0.0,0.0
2024-03-14 00:00:00-04:00,895.77001953125,906.4600219726562,866.0,879.4400024414062,60231800,0.0,0.0
2024-03-15 00:00:00-04:00,869.2999877929688,895.4600219726562,862.5700073242188,878.3699951171875,64019300,0.0,0.0
2024-03-18 00:00:00-04:00,903.8800048828125,924.0499877929688,870.8499755859375,884.5499877929688,66897600,0.0,0.0
2024-03-19 00:00:00-04:00,867.0,905.4400024414062,850.0999755859375,893.97998046875,67217100,0.0,0.0
2024-03-20 00:00:00-04:00,897.969970703125,904.0999755859375,882.22998046875,903.719970703125,47448700,0.0,0.0
